id_area;id_programa;nome_programa;ies;id_instituicao;inicio_mestrado;inicio_doutorado;conceito_recomendado
2;33003017005P8;CI?NCIA DA COMPUTA??O;UNICAMP;182;1977;1993;6
2;33002010176P0;CI?NCIAS DA COMPUTA??O;USP;249;1997;1997;6
2;33002045004P1;CI?NCIAS DA COMPUTA??O E MATEM?TICA COMPUTACIONAL;USP/SC;254;1974;1996;5
2;31003010046P4;COMPUTA??O;UFF;118;1995;2002;5
2;24009016005P0;CI?NCIA DA COMPUTA??O;UFCG;116;1973;2005;5
2;31001017110P8;INFORM?TICA;UFRJ;137;1997;;5
2;42005019016P8;CI?NCIA DA COMPUTA??O;PUC/RS;80;1994;2004;4
2;22001018031P5;CI?NCIAS DA COMPUTA??O;UFC;115;1995;2005;4
2;40003019004P1;INFORM?TICA APLICADA;PUC/PR;79;1996;2006;4
2;33001014008P4;CI?NCIA DA COMPUTA??O;UFSCAR;143;1988;;4
2;22002014002P1;INFORM?TICA APLICADA;UNIFOR;203;1999;;4
2;40001016034P5;INFORM?TICA;UFPR;133;1996;;4
2;23001011022P9;SISTEMAS E COMPUTA??O;UFRN;138;1999;;4
2;12001015012P2;INFORM?TICA;UFAM;113;2001;;4
2;42007011006P5;COMPUTA??O APLICADA;UNISINOS;224;2000;;4
2;51001012012P2;CI?NCIA DA COMPUTA??O;UFMS;125;1999;;4
2;30001013007P0;INFORM?TICA;UFES;117;1994;;4
2;32006012017P2;CI?NCIA DA COMPUTA??O;UFU;148;2001;;4
2;41001010025P2;CI?NCIAS DA COMPUTA??O;UFSC;142;1992;;4
2;32008015011P7;INFORM?TICA;PUC/MG;78;2005;;3
2;24001015047P4;INFORM?TICA;UFPB/J.P.;130;2006;;3
2;25004018011P1;ENGENHARIA DA COMPUTA??O;FESP/UPE;37;2006;;3
2;53001010054P6;INFORM?TICA;UNB;157;1989;;3
2;33020019003P0;INFORM?TICA;UNISANTOS;222;2004;;3
2;33007012009P9;CI?NCIA DA COMPUTA??O;UNIMEP;209;2000;;3
2;40004015019P5;CI?NCIA DA COMPUTA??O;UEM;102;2002;;3
2;31007015009P3;SISTEMAS E COMPUTA??O;IME;60;1971;;3
2;52001016027P2;CI?NCIA DA COMPUTA??O;UFG;119;2004;;3
2;42006015006P9;INFORM?TICA;UCPEL;94;2006;;3
2;33111014002P5;CI?NCIA DA COMPUTA??O;FEESR;33;2002;;3
2;32002017027P2;CI?NCIA DA COMPUTA??O;UFV;149;2004;;3
2;33004153073P2;CI?NCIA DA COMPUTA??O;UNESP/SJRP;177;2006;;3
2;28013018005P5;SISTEMAS E COMPUTA??O;UNIFACS;193;2006;;3
2;15001016047P9;CI?NCIA DA COMPUTA??O;UFPA;128;2005;;3
3;33003017002P9;F?SICA;UNICAMP;182;1970;1969;7
3;32001010002P3;F?SICA;UFMG;124;1968;1974;7
3;33002010002P2;F?SICA;USP;249;1970;1970;7
3;25001019002P3;F?SICA;UFPE;131;1973;1975;7
3;33002045002P9;F?SICA;USP/SC;254;1975;1975;7
3;42001013002P1;F?SICA;UFRGS;136;1968;1964;7
3;33002010004P5;ASTRONOMIA;USP;249;1973;1979;7
3;31001017002P0;F?SICA;UFRJ;137;1972;1979;7
3;31009018001P5;F?SICA;CBPF;1;1962;1962;7
3;22001018002P5;F?SICA;UFC;115;1976;1989;6
3;33015015001P7;F?SICA;IFT/UNESP;59;1971;1971;6
3;31003010002P7;F?SICA;UFF;118;1977;1985;6
3;24001015002P0;F?SICA;UFPB/J.P.;130;1973;1980;5
3;33001014011P5;F?SICA;UFSCAR;143;1988;1991;5
3;40004015011P4;F?SICA;UEM;102;1997;;5
3;53001010002P6;F?SICA;UNB;157;1969;1990;5
3;40001016020P4;F?SICA;UFPR;133;1984;1994;5
3;23001011010P0;F?SICA;UFRN;138;1986;1994;5
3;41001010020P0;F?SICA;UFSC;142;1988;1996;5
3;31005012002P6;F?SICA;PUC-RIO;83;1965;1968;5
3;40004015016P6;F?SICA - UEM/UEL;UEM;102;;2000;4
3;31013015001P9;ASTRONOMIA;ON;77;1969;1975;4
3;30001013005P7;F?SICA;UFES;117;1992;2003;4
3;31004016022P0;F?SICA;UERJ;108;1997;2003;4
3;33010013010P4;ASTROF?SICA;INPE;67;1994;1994;4
3;32005016008P7;F?SICA;UFJF;121;1999;2006;4
3;26001012002P6;F?SICA DA MAT?RIA CONDENSADA;UFAL;112;1992;1999;4
3;42002010019P1;F?SICA;UFSM;145;1994;1999;4
3;33004080051P4;F?SICA;UNESP/GUAR;170;1990;1990;4
3;27001016008P7;F?SICA;FUFSE;49;1994;2006;4
3;32005016023P6;F?SICA  - UFV;UFJF;121;;2006;4
3;33011010001P5;F?SICA;ITA;71;1961;1969;4
3;32006012018P9;F?SICA;UFU;148;2002;;4
3;52001016009P4;F?SICA;UFG;119;1992;;4
3;32002017025P0;FISICA APLICADA;UFV;149;2001;;4
3;33051011007P7;F?SICA E ASTRONOMIA;UNIVAP;234;2004;;4
3;40002012014P0;F?SICA;UEL;101;1996;;3
3;28001010002P5;F?SICA;UFBA;114;1975;2007;3
3;20001010013P1;F?SICA;UFMA;123;2005;;3
3;13001019002P0;F?SICA;UFRR;140;2006;;3
3;33004137063P6;F?SICA;UNESP/RC;175;2000;;3
3;32003013006P1;F?SICA E MATEM?TICA APLICADA;UNIFEI;199;2006;;3
3;40005011008P0;CI?NCIAS;UEPG;107;2003;;3
3;50001019012P0;F?SICA;UFMT;126;2005;;3
3;15001016037P3;F?SICA;UFPA;128;2002;;3
3;41002016011P4;F?SICA;UDESC;97;2006;;3
3;12001015006P2;F?SICA;UFAM;113;1999;;3
3;31001017118P9;ASTRONOMIA;UFRJ;137;2003;;3
3;51001012004P0;F?SICA;UFMS;125;1995;;2
4;33001014005P5;QU?MICA;UFSCAR;143;1980;1987;7
4;33003017007P0;QU?MICA;UNICAMP;182;1972;1972;7
4;33002010191P0;QU?MICA;USP;249;1970;1970;7
4;33004030072P8;QU?MICA;UNESP/ARAR;165;1993;1993;7
4;42002010012P7;QU?MICA;UFSM;145;1985;1993;7
4;41001010022P3;QU?MICA;UFSC;142;1971;1988;7
4;33002045005P8;F?SICO-QU?MICA;USP/SC;254;1971;1976;6
4;31001017006P6;QU?MICA ORG?NICA;UFRJ;137;1963;1963;6
4;25001019036P5;QUIMICA;UFPE;131;1989;1989;6
4;32001010005P2;QU?MICA;UFMG;124;1967;1969;6
4;42001013040P0;QU?MICA;UFRGS;136;1985;1998;6
4;33002029031P8;QU?MICA;USP/RP;253;1995;1995;5
4;24001015030P4;QUIMICA;UFPB/J.P.;130;1986;1999;5
4;31001017010P3;F?SICO-QU?MICA;UFRJ;137;1973;1991;5
4;33002045015P3;QU?MICA (QU?MICA ANAL?TICA);USP/SC;254;1985;1989;5
4;28001010004P8;QUIMICA;UFBA;114;1968;1992;5
4;22001018005P4;QU?MICA INORG?NICA;UFC;115;1977;2000;5
4;31005012005P5;QU?MICA (QU?MICA ANAL?TICA INORG?NICA);PUC-RIO;83;1969;1971;5
4;31003010027P0;QU?MICA ORG?NICA;UFF;118;1991;1999;5
4;40004015002P5;QU?MICA;UEM;102;1987;2001;5
4;53001010005P5;QU?MICA;UNB;157;1974;1991;5
4;40001016026P2;QU?MICA;UFPR;133;1991;1999;5
4;23001011012P3;QUIMICA;UFRN;138;1990;2002;4
4;31001017009P5;QU?MICA DE PRODUTOS NATURAIS;UFRJ;137;1964;1989;4
4;22001018004P8;QU?MICA ORG?NICA;UFC;115;1976;1991;4
4;31001017104P8;QU?MICA INORG?NICA;UFRJ;137;1993;1993;4
4;31007015003P5;QU?MICA;IME;60;1969;1972;4
4;32005016009P3;QU?MICA;UFJF;121;2001;2006;4
4;31002013001P0;QU?MICA ORG?NICA;UFRRJ;141;1966;1994;4
4;26001012003P2;QU?MICA E BIOTECNOLOGIA;UFAL;112;1992;2000;4
4;31004016037P8;QU?MICA;UERJ;108;2004;;4
4;52001016035P5;QU?MICA;UFG;119;;2006;4
4;32006012011P4;QU?MICA;UFU;148;1998;;4
4;31003010047P0;QU?MICA;UFF;118;2002;;4
4;33093016004P8;CI?NCIAS;UNIFRAN;204;2002;2006;3
4;15001016007P7;QUIMICA;UFPA;128;1987;2005;3
4;12001015002P7;QU?MICA;UFAM;113;1987;-1;3
4;31033016013P0;CI?NCIAS NATURAIS;UENF;104;2003;2006;3
4;40002012018P6;QU?MICA DOS RECURSOS NATURAIS;UEL;101;2000;;3
4;27001016010P1;QUIMICA;FUFSE;49;2003;;3
4;30001013021P2;QU?MICA;UFES;117;2006;;3
4;40014010002P7;QU?MICA APLICADA;UNICENTRO;186;2006;;3
4;33078017003P0;QU?MICA;UNICSUL;189;2005;;3
4;21001014003P9;QUIMICA;FUFPI;48;1999;;3
4;28006011003P0;QUIMICA;UESB;109;2005;;3
4;31001017117P2;QU?MICA ANAL?TICA;UFRJ;137;2001;;3
4;52001016019P0;QU?MICA;UFG;119;1999;;3
4;51001012007P9;QU?MICA;UFMS;125;1996;;3
4;20001010004P2;QUIMICA;UFMA;123;1995;;3
4;13001019003P6;QUIMICA;UFRR;140;2006;;3
4;52012018001P1;CI?NCIAS MOLECULARES;UEG;100;2006;;3
4;41006011005P0;QU?MICA;FURB;52;2002;;3
4;40005011009P6;QU?MICA APLICADA;UEPG;107;2005;;3
4;28005015004P0;QU?MICA APLICADA;UNEB;159;2006;;3
5;42001013005P0;GEOCI?NCIAS;UFRGS;136;1968;1968;7
5;33002010127P0;GEOCI?NCIAS (GEOQU?MICA E GEOTECT?NICA);USP;249;1986;1986;7
5;33002010124P0;METEOROLOGIA;USP;249;1973;1979;7
5;53001010006P1;GEOLOGIA;UNB;157;1975;1988;6
5;15001016017P2;GEOLOGIA E GEOQU?MICA;UFPA;128;1992;1992;6
5;31003010004P0;GEOCI?NCIAS (GEOQU?MICA);UFF;118;1972;1991;6
5;33010013003P8;METEOROLOGIA;INPE;67;1968;1974;6
5;33010013008P0;GEOF?SICA ESPACIAL;INPE;67;1994;1994;6
5;40001016002P6;CI?NCIAS GEOD?SICAS;UFPR;133;1971;1983;5
5;33010013005P0;SENSORIAMENTO REMOTO;INPE;67;1972;1998;5
5;33002010015P7;OCEANOGRAFIA (OCEANOGRAFIA F?SICA);USP;249;1972;1983;5
5;33003017038P3;GEOCI?NCIAS;UNICAMP;182;1983;1994;5
5;33002010178P3;OCEANOGRAFIA QU?MICA E GEOL?GICA;USP;249;1998;1998;5
5;33002010016P3;GEOF?SICA;USP;249;1975;1979;5
5;24009016001P5;METEOROLOGIA;UFCG;116;1978;2003;5
5;33004137035P2;GEOLOGIA REGIONAL;UNESP/RC;175;1986;1986;5
5;33004129043P0;CI?NCIAS CARTOGR?FICAS;UNESP/PP;174;1997;2000;5
5;31001017011P0;GEOLOGIA;UFRJ;137;1968;1968;5
5;32007019004P4;EVOLU??O CRUSTAL E RECURSOS NATURAIS;UFOP;127;1984;1995;5
5;23001011018P1;GEODIN?MICA E GEOF?SICA;UFRN;138;1996;1999;4
5;33002010013P4;GEOCI?NCIAS (MINERALOGIA E PETROLOGIA);USP;249;1970;1970;4
5;32001010039P4;GEOLOGIA;UFMG;124;1988;2001;4
5;40001016028P5;GEOLOGIA;UFPR;133;1992;1992;4
5;33002010126P3;GEOCI?NCIAS (RECURSOS MINERAIS E HIDROGEOLOGIA);USP;249;1970;1970;4
5;33004137036P9;GEOCI?NCIAS E MEIO AMBIENTE;UNESP/RC;175;1986;1986;4
5;42004012007P2;OCEANOGRAFIA F?SICA, QU?MICA E GEOL?GICA;FURG;53;1997;2004;4
5;31004016023P7;AN?LISE DE BACIAS E FAIXAS M?VEIS;UERJ;108;1995;2001;4
5;42007011002P0;GEOLOGIA;UNISINOS;224;1992;1998;4
5;28001010005P4;GEOLOGIA;UFBA;114;1976;1992;4
5;25001019007P5;GEOCI?NCIAS;UFPE;131;1973;1992;4
5;33002010128P6;GEOCI?NCIAS (GEOLOGIA SEDIMENTAR);USP;249;1970;1970;4
5;15001016016P6;GEOF?SICA;UFPA;128;1992;1992;4
5;42001013052P9;SENSORIAMENTO REMOTO;UFRGS;136;1990;;4
5;22001018027P8;GEOLOGIA;UFC;115;1995;;4
5;12001015008P5;GEOCI?NCIAS;UFAM;113;2000;;4
5;42003016019P4;METEOROLOGIA;UFPEL;132;1995;;4
5;28001010007P7;GEOF?SICA;UFBA;114;1969;1972;4
5;31003010029P2;GEOLOGIA E GEOF?SICA MARINHA;UFF;118;1991;2000;3
5;33117012003P0;AN?LISE GEOAMBIENTAL;UnG;178;2005;;3
5;50001019011P3;GEOCI?NCIAS;UFMT;126;2005;;3
5;26001012005P5;METEOROLOGIA;UFAL;112;1999;;3
5;31013015002P5;GEOF?SICA;ON;77;1999;1999;3
5;25001019052P0;CI?NCIAS GEOD?SICAS E TECNOLOGIAS DA GEOINFORMA??O;UFPE;131;2001;;3
6;33003017024P2;GEN?TICA E BIOLOGIA MOLECULAR;UNICAMP;182;1980;1980;7
6;42001013068P2;BIOLOGIA CELULAR E MOLECULAR;UFRGS;136;1998;1998;7
6;42001013010P4;GEN?TICA E BIOLOGIA MOLECULAR;UFRGS;136;1968;1963;7
6;33003017009P3;BIOLOGIA VEGETAL;UNICAMP;182;1977;1977;6
6;31001017016P1;CI?NCIAS BIOL?GICAS (GEN?TICA);UFRJ;137;1976;1978;6
6;33003017033P1;BIOLOGIA CELULAR E ESTRUTURAL;UNICAMP;182;1980;1994;6
6;33002029005P7;CI?NCIAS BIOL?GICAS (GEN?TICA);USP/RP;253;1971;1971;6
6;31004016001P3;BIOLOGIA (BIOCI?NCIAS NUCLEARES);UERJ;108;1975;1994;6
6;33002010021P7;CI?NCIAS BIOL?GICAS (BIOLOGIA GEN?TICA);USP;249;1970;1970;6
6;33002010018P6;CI?NCIAS BIOL?GICAS (BOT?NICA);USP;249;1970;1970;6
6;33002010027P5;CI?NCIAS BIOL?GICAS (ZOOLOGIA);USP;249;1970;1970;6
6;53001010007P8;CI?NCIAS BIOL?GICAS (BIOLOGIA MOLECULAR);UNB;157;1973;1991;6
6;33002010156P0;BIOTECNOLOGIA;USP;249;1991;1999;5
6;25001019010P6;BIOLOGIA DE FUNGOS;UFPE;131;1980;2000;5
6;33004064012P8;CI?NCIAS BIOL?GICAS (ZOOLOGIA);UNESP/BOT;168;1980;1980;5
6;33002029018P1;ENTOMOLOGIA;USP/RP;253;1980;1993;5
6;32001010068P4;BIOINFORM?TICA;UFMG;124;;2002;5
6;33004064026P9;CI?NCIAS BIOL?GICAS (GEN?TICA);UNESP/BOT;168;1983;1983;5
6;40001016005P5;CI?NCIAS BIOL?GICAS (ENTOMOLOGIA);UFPR;133;1969;1974;5
6;53003012005P4;CI?NCIAS GEN?MICAS E BIOTECNOLOGIA;UCB;89;2000;2003;5
6;22003010017P5;BIOTECNOLOGIA;FUNECE;51;;2006;5
6;32001010054P3;GEN?TICA;UFMG;124;1998;2003;5
6;42005019002P7;BIOCI?NCIAS (ZOOLOGIA);PUC/RS;80;1978;1992;5
6;25001019045P4;CI?NCIAS BIOL?GICAS;UFPE;131;2004;1994;5
6;33001014012P1;GEN?TICA E EVOLU??O;UFSCAR;143;1991;1991;5
6;28002016002P8;BOT?NICA;UEFS;99;2000;2002;5
6;33002010188P9;BIOINFORM?TICA;USP;249;;2002;5
6;42001013007P3;BOT?NICA;UFRGS;136;1969;1992;5
6;15001016032P1;GEN?TICA E BIOLOGIA MOLECULAR;UFPA;128;2001;2001;5
6;32007019006P7;CI?NCIAS BIOL?GICAS;UFOP;127;1995;2002;5
6;53001010045P7;BIOLOGIA ANIMAL;UNB;157;1998;1998;5
6;32001010061P0;BIOLOGIA VEGETAL;UFMG;124;2000;2000;5
6;33004137046P4;CI?NCIAS BIOL?GICAS (BIOLOGIA CELULAR E MOLECULAR);UNESP/RC;175;1990;1990;5
6;40004015001P9;CI?NCIAS BIOL?GICAS (BIOLOGIA CELULAR);UEM;102;1987;1999;5
6;33004137005P6;CI?NCIAS BIOL?GICAS (BIOLOGIA VEGETAL);UNESP/RC;175;1976;1976;5
6;42001013057P0;BIOLOGIA ANIMAL;UFRGS;136;1994;1999;5
6;33002029033P0;BIOLOGIA COMPARADA;USP/RP;253;1998;1998;5
6;25001019038P8;BIOLOGIA VEGETAL;UFPE;131;1992;1998;5
6;31003010039P8;BIOLOGIA MARINHA;UFF;118;1996;2002;5
6;33008019005P0;BIOTECNOLOGIA;UMC;152;2000;2005;4
6;31001017100P2;BIOTECNOLOGIA VEGETAL;UFRJ;137;1993;1993;4
6;42004012001P4;OCEANOGRAFIA BIOL?GICA;FURG;53;1979;1992;4
6;33002010025P2;OCEANOGRAFIA (OCEANOGRAFIA BIOL?GICA);USP;249;1973;1974;4
6;31001017019P0;CI?NCIAS BIOL?GICAS (ZOOLOGIA);UFRJ;137;1972;1994;4
6;40001016008P4;ZOOLOGIA;UFPR;133;1975;1987;4
6;32002017021P4;BOT?NICA;UFV;149;1995;2002;4
6;31001017014P9;CI?NCIAS BIOL?GICAS (BOT?NICA);UFRJ;137;1972;1997;4
6;33004153072P6;BIOLOGIA ANIMAL;UNESP/SJRP;177;2002;2006;4
6;42005019029P2;BIOLOGIA CELULAR E MOLECULAR;PUC/RS;80;2003;2003;4
6;31002013012P2;BIOLOGIA ANIMAL;UFRRJ;141;1995;1995;4
6;25001019041P9;BIOLOGIA ANIMAL;UFPE;131;1994;;4
6;33004137003P3;CI?NCIAS BIOL?GICAS (ZOOLOGIA);UNESP/RC;175;1976;1976;4
6;41001010035P8;BIOTECNOLOGIA;UFSC;142;1995;2005;4
6;53001010038P0;BOT?NICA;UNB;157;1993;2007;4
6;25003011001P0;BOT?NICA;UFRPE;139;1973;1993;4
6;42004012013P2;BIOLOGIA DE AMBIENTES AQU?TICOS CONTINENTAIS;FURG;53;2006;;4
6;12001015020P5;DIVERSIDADE BIOL?GICA;UFAM;113;2005;2006;4
6;40004015026P1;BIOLOGIA COMPARADA;UEM;102;2006;;4
6;22001018040P4;CI?NCIAS MARINHAS TROPICAIS;UFC;115;2001;;4
6;12002011009P8;GEN?TICA, CONSERVA??O E BIOLOGIA EVOLUTIVA;INPA;66;2003;2003;4
6;15001016030P9;BIOLOGIA AMBIENTAL;UFPA;128;2000;2007;4
6;28002016006P3;BIOTECNOLOGIA;UEFS;99;2005;2005;4
6;42019010010P0;GEN?TICA E  TOXICOLOGIA APLICADA;ULBRA;151;2005;2005;4
6;42008018001P0;BIOTECNOLOGIA;UCS;95;1993;2004;4
6;33004064080P3;BIOLOGIA GERAL E APLICADA;UNESP/BOT;168;2004;2004;4
6;12002011004P6;CI?NCIAS BIOL?GICAS (ENTOMOLOGIA);INPA;66;1976;1976;4
6;40002012019P2;CI?NCIAS BIOL?GICAS;UEL;101;2001;;4
6;33120013001P4;BIODIVERSIDADE VEGETAL E MEIO AMBIENTE;IBT;58;2002;2002;4
6;15001016022P6;ZOOLOGIA;UFPA;128;1996;1999;4
6;28007018003P6;GEN?TICA E BIOLOGIA MOLECULAR;UESC;110;2002;2006;4
6;32008015008P6;ZOOLOGIA DE VERTEBRADOS;PUC/MG;78;1998;;4
6;24001015029P6;CI?NCIAS BIOL?GICAS (ZOOLOGIA);UFPB/J.P.;130;1981;1999;4
6;40002012005P1;GEN?TICA E BIOLOGIA MOLECULAR;UEL;101;1989;;4
6;30001013014P6;CI?NCIAS BIOL?GICAS;UFES;117;2001;;4
6;32009011001P8;CI?NCIAS BIOL?GICAS;UNIVALE;232;2006;;4
6;33004153023P5;GEN?TICA;UNESP/SJRP;177;1983;1983;4
6;25001019034P2;OCEANOGRAFIA;UFPE;131;1982;1996;4
6;42002010026P8;BIODIVERSIDADE ANIMAL;UFSM;145;2003;;4
6;40001016006P1;GEN?TICA;UFPR;133;1969;1994;3
6;33004064025P2;CI?NCIAS BIOL?GICAS (BOT?NICA);UNESP/BOT;168;1981;1990;3
6;12001015013P9;BIOTECNOLOGIA;UFAM;113;2003;2001;3
6;40001016004P9;BOT?NICA;UFPR;133;1979;;3
6;12002011002P3;CI?NCIAS BIOL?GICAS (BOT?NICA);INPA;66;1973;1976;3
6;31057012001P1;BOT?NICA;JBRJ;74;2003;2003;3
6;25001019037P1;GEN?TICA;UFPE;131;1992;2004;3
6;52001016005P9;BIOLOGIA;UFG;119;1980;2004;3
6;32002017028P9;BIOLOGIA CELULAR E ESTRUTURAL;UFV;149;2004;2004;3
6;51001012018P0;BIOLOGIA VEGETAL;UFMS;125;2004;;3
6;32006012006P0;GEN?TICA E BIOQU?MICA;UFU;148;1994;1999;3
6;52002012008P4;GEN?TICA;UCGO;92;2006;;3
6;51002019005P2;BIOTECNOLOGIA;UCDB;91;2006;;3
6;32005016015P3;CI?NCIAS BIOL?GICAS;UFJF;121;2006;;3
6;32005016003P5;CI?NCIAS BIOL?GICAS (ZOOLOGIA);UFJF;121;1994;;3
6;23001011035P3;CI?NCIAS BIOL?GICAS;UFRN;138;2003;;3
6;20001010012P5;BIODIVERSIDADE E CONSERVA??O;UFMA;123;2005;;3
6;12006017001P2;BIOLOGIA URBANA;UNINlLTON;213;2005;;3
6;32002017030P3;BIOLOGIA ANIMAL;UFV;149;2006;;3
6;12008010003P1;BIOTECNOLOGIA E RECURSOS NATURAIS DA AMAZ?NIA;UEA;98;2003;;3
6;41001010043P0;BIOLOGIA VEGETAL;UFSC;142;1999;;3
6;51005018003P9;ENTOMOLOGIA E CONSERVA??O DA BIODIVERSIDADEv;UFGD;120;2002;;3
6;28007018004P2;ZOOLOGIA;UESC;110;2002;;3
6;15002012004P4;CI?NCIAS BIOL?GICAS;UFRA;134;2001;;3
6;23001011019P8;GEN?TICA E BIOLOGIA MOLECULAR;UFRN;138;1996;;2
6;33051011005P4;CI?NCIAS BIOL?GICAS;UNIVAP;234;1998;;2
6;31017010003P7;CI?NCIAS DO MAR;USU;256;1996;;2
7;33003017010P1;ECOLOGIA;UNICAMP;182;1976;1980;7
7;31001017096P5;ECOLOGIA;UFRJ;137;1990;1995;6
7;40004015005P4;ECOLOGIA DE AMBIENTES AQU?TICOS CONTINENTAIS;UEM;102;1991;1992;6
7;53001010008P4;ECOLOGIA;UNB;157;1976;1993;6
7;33001014003P2;ECOLOGIA E RECURSOS NATURAIS;UFSCAR;143;1976;1976;6
7;42001013008P0;ECOLOGIA;UFRGS;136;1978;2000;6
7;32001010036P5;ECOLOGIA (CONSERVA??O E MANEJO DA VIDA SILVESTRE);UFMG;124;1989;1997;5
7;42007011009P4;BIOLOGIA;UNISINOS;224;2000;2006;5
7;51001012005P6;ECOLOGIA E CONSERVA??O;UFMS;125;1996;2004;5
7;32006012013P7;ECOLOGIA E CONSERVA??O DE RECURSOS NATURAIS;UFU;148;1999;2005;5
7;12002011003P0;BIOLOGIA (ECOLOGIA);INPA;66;1976;1976;5
7;28001010039P6;ECOLOGIA E BIOMONITORAMENTO;UFBA;114;2000;;5
7;33002010116P8;ECOLOGIA;USP;249;1982;1993;5
7;40001016048P6;ECOLOGIA E CONSERVA??O;UFPR;133;2003;;5
7;31004016047P3;ECOLOGIA E EVOLU??O;UERJ;108;2007;2006;4
7;52001016026P6;ECOLOGIA E EVOLU??O;UFG;119;2004;2007;4
7;31033016014P7;ECOLOGIA E RECURSOS NATURAIS;UENF;104;2004;2004;4
7;12002011001P7;BIOLOGIA DE ?GUA DOCE E PESCA INTERIOR;INPA;66;1976;1984;4
7;40001016054P6;SISTEMAS COSTEIROS E OCE?NICOS;UFPR;133;2006;;4
7;23001011015P2;BIOECOLOGIA AQU?TICA;UFRN;138;1995;;4
7;14001012003P9;BIODIVERSIDADE TROPICAL;UNIFAP;197;2006;2006;4
7;50001019003P0;ECOLOGIA E CONSERVA??O DA BIODIVERSIDADE;UFMT;126;1993;;4
7;32005016012P4;ECOLOGIA;UFJF;121;2005;;3
7;28007018006P5;SISTEMAS AQU?TICOS TROPICAIS;UESC;110;2004;;3
7;11001011001P8;ECOLOGIA E MANEJO DE RECURSOS NATURAIS;UFAC;111;1996;;3
8;32001010006P9;BIOQU?MICA E IMUNOLOGIA;UFMG;124;1968;1968;7
8;33002010017P0;CI?NCIAS BIOL?GICAS (BIOQU?MICA);USP;249;1970;1970;7
8;42001013006P7;CI?NCIAS BIOL?GICAS (BIOQU?MICA);UFRGS;136;1968;1992;7
8;33002029003P4;CI?NCIAS BIOL?GICAS (FARMACOLOGIA);USP/RP;253;1970;1970;7
8;32001010007P5;CI?NCIAS BIOL?GICAS (FISIOLOGIA E FARMACOLOGIA);UFMG;124;1972;1994;7
8;33002029004P0;FISIOLOGIA;USP/RP;253;1970;1970;7
